name,cover,url,intro,singer_id,song_id,song_cover,song_name
808Monster,http://p2.music.126.net/yWZ-cf5Kj_hmC1Ho7Ynagg==/109951165523022393.jpg?param=640y300,https://music.163.com/artist?id=34199122,808Monster，2003年5月17日出生于中国香港，并于香港和福建两地长大，是一名制作人&DJ，808Monster在2021年1月1日发布了由多首伴奏组成的Beat Tape Vol.1，有不少歌手的歌曲使用了其中的伴奏，随后结识M!$ter K和89dx得到二位赏识，先后给两位合作制作了《deadstar pt2》和《Slimy Party》的伴奏，得到了许多人的认可，在2023年发布的《MONEY IN MY POCKET》全网全平台播放量破1亿。,34199122,"2156166696,2067126532","http://p1.music.126.net/ppfzg7dDniav20bwsbswoQ==/109951169592067984.jpg?param=130y130,http://p2.music.126.net/p0mSllgcttFsFEztd_1UOA==/109951168767826848.jpg?param=130y130","MONEY IN MY POCKET Part2,MONEY IN MY POCKET"
Gregor McMurray,http://p2.music.126.net/PEJIkpI95x13WAsJHQ0ixQ==/109951167739289779.jpg?param=640y300,https://music.163.com/artist?id=33161973,Gregor McMurray，作词，作曲，歌手,33161973,2129406830,http://p2.music.126.net/3evGYmBeCIz56j517DmCBg==/109951169362263623.jpg?param=130y130,What I Want
JVKE,http://p2.music.126.net/AIxvmSr3f7NwtynQio5YDw==/109951169220051042.jpg?param=640y300,https://music.163.com/artist?id=32988392,"Jacob Lawson，单名JVKE，是一位美国创作歌手、制作人和社交媒体名人。在COVID-19 封锁期间，他开始为自己的歌曲制作TikTok视频，其中一首《Upside Down》在2021年走红。他的首张专辑《This Is What ____ Feels Like (Vol. 1–4) 》(2022)，在美国Billboard 200中排名第 56 位，而歌曲《golden hour》进入了多个全球排行榜。Lawson被任命为 2022 年 10 月的 MTV 推手艺术家，他与 Jimmy Fallon一起在今夜秀上现场表演了《Golden Hour》，并在欧洲为 MTV 进行了几场演出。
从艺历程：2020 年，在冠状病毒隔离期间，Jvke 和他的家人加入了 TikTok。在制作短剧和其他视频一段时间后，他宣布了他的第一首单曲《Upside Down》。
2022 年 ，发行了他独立创作并编辑其音乐视频的歌曲《golden hour》。这是他登上Billboard排行榜的第一首歌曲，引起了全世界的关注，并受邀出现在电视节目中。他还被任命为 2022 年 10 月的MTV 推动艺术家。在这首歌发行后，MTV UK要求劳森表演这首歌，并将其发布到 YouTube 上。他还获得了MTV Italia的认可。2022年，宣布首场巡演，巡演纽约、洛杉矶等全国城市。同年发布与Martin Garrix合作的《Hero》。",32988392,"2116728806,1958557540","http://p1.music.126.net/Oq5J0qnTWjbrg8R969HnMw==/109951169253798961.jpg?param=130y130,http://p2.music.126.net/xKRQRZxEClE6653o7NbHiw==/109951167909857256.jpg?param=130y130","this is what winter feels like,golden hour"
Christopher Ladex,http://p2.music.126.net/6y-UleORITEDbvrOLV0Q8A==/5639395138885805.jpg?param=640y300,https://music.163.com/artist?id=52879904,暂无简介,52879904,2160949580,http://p1.music.126.net/3yqpluop-zp03htUKS7BEg==/109951169634022682.jpg?param=130y130,Elephant
VodKe,http://p1.music.126.net/eLhOuaGDWl5PWCYv4F8M6A==/109951167740083590.jpg?param=640y300,https://music.163.com/artist?id=33203621,灵感来自于音乐、,33203621,"2144328473,2131316713","http://p1.music.126.net/hk2iejy6U5wMkH54Fxx2jA==/109951169620495046.jpg?param=130y130,http://p1.music.126.net/OAjfTefaAkzJaBG7ztUt9Q==/109951169616850255.jpg?param=130y130","Void,Gone Bad"
HJFM,http://p2.music.126.net/t4HpEP6Ts8gFazFNaMtRDA==/109951168840502337.jpg?param=640y300,https://music.163.com/artist?id=53852381,"中国独立签约音乐人
HJFM Electronic DJ/Music Club",53852381,2125394200,http://p2.music.126.net/K1iL_ka791SQkDn7WfdH-w==/109951169325736125.jpg?param=130y130,New Agee(Deep Phonk)
Hi Noise,http://p1.music.126.net/VIHbZ4u-ruboI1l-wasScA==/109951165953733751.jpg?param=640y300,https://music.163.com/artist?id=12061075,Hi Noise，荷兰歌手，制作人。代表专辑有《Heart Again》,12061075,2143307088,http://p1.music.126.net/uX0bIUVnpYPORtny2lExjA==/109951169476530568.jpg?param=130y130,We Never(2024)
动词does,http://p1.music.126.net/-7D04Px-1irxzLx9aMCReQ==/109951165660322313.jpg?param=640y300,https://music.163.com/artist?id=34396237,随心所欲，不拘束，不放纵，不慕羡。人生人山人海人来人往，自己自尊自爱自由自在。,34396237,2148689242,http://p1.music.126.net/MYc9mwrrOT0kkZhe5KMdAA==/109951169608117628.jpg?param=130y130,PHONK（热播）
LookedatHerFore,http://p1.music.126.net/5DKtFiRh9krzXtgGNEcWZA==/109951168871426888.jpg?param=640y300,https://music.163.com/artist?id=53362492,中国内地DJ (2005年4月23日) 代表作《despair》2.3亿播放量，是2017~2018年比较受学生党喜爱的国人原创电音。,53362492,2165803786,http://p2.music.126.net/0vRak-_lfqcsbVxDOVhVdQ==/109951169679615386.jpg?param=130y130,Gone Deep (Mashup)
Rialians on Earth,http://p1.music.126.net/R4zGS3qmv5r9oe6uzxsf5w==/109951169723968904.jpg?param=640y300,https://music.163.com/artist?id=28485788,"Rialians on Earth，欧美歌手,发布有云音乐热门歌曲《Novicani》收录于专辑《Organic Downtempo》中。",28485788,2139398827,http://p1.music.126.net/iQcr-UR8tj-cOr5LyfLvJQ==/109951169443634086.jpg?param=130y130,Glue
WRUZS,http://p2.music.126.net/6y-UleORITEDbvrOLV0Q8A==/5639395138885805.jpg?param=640y300,https://music.163.com/artist?id=56568364,"WRUZS，欧美歌手,发布有云音乐热门歌曲《MEET THE LOVELY BASTARDS》收录于专辑《MEET THE LOVELY BASTARDS》中。",56568364,2140510750,http://p1.music.126.net/r2cgHSiJ7ATcjnKVvQJ2kw==/109951169452062616.jpg?param=130y130,MEET THE LOVELY BASTARDS
Vodax,http://p1.music.126.net/kj1Vhz-LGXjmvLt78Iuc0g==/109951169746288210.jpg?param=640y300,https://music.163.com/artist?id=58257243,"Vodax，欧美歌手,发布有云音乐热门歌曲《别打我电话》收录于专辑《春意不胜晚》中。",58257243,2134514027,http://p2.music.126.net/pDyqTF0s4h4HptTvBeSaOw==/109951169403289905.jpg?param=130y130,Call You Tonight(以为真爱无敌)
HSHK,http://p2.music.126.net/rVy0XmZiPPvwN7pSLi8xKw==/109951165564861428.jpg?param=640y300,https://music.163.com/artist?id=36337566,网易签约独立电音制作人，代表作《italia e voi（orginal remix,36337566,2148353673,http://p2.music.126.net/-3HzkOGoZfI4qAyT_oz98A==/109951169521744033.jpg?param=130y130,Down For Life (Reset)
Mike Candys,http://p2.music.126.net/Dvdb6ls28abKsLsfQurYZA==/109951165123221922.jpg?param=640y300,https://music.163.com/artist?id=40119,"Mike Candys生于1981年，瑞士音乐制作人兼舞曲DJ。2008年Mike 凭借歌曲《La Serenissima》在瑞士走红。2009年他与Jack Holiday合作的单曲《Insomnia》在various European singles charts中排名第10，从而获得全球范围的关注。2010年发行的单曲《Together Again》提升了他在国际舞台的辨识度。2012年3月发行的《2012 (If The World Would End)》让Mike Candys
迅速成为德语国家的Top 10 DJ。随后Mike Candys又制作了《Miracles (Radio Edit)》，《Never Walk Alone》等成功作品。",40119,"2134970310,1902022583","http://p2.music.126.net/Rbgnawz0T-H7AJW-5S4owg==/109951169406520714.jpg?param=130y130,http://p1.music.126.net/Glqbtjb7tGcyzoM_ygKCig==/109951166710815788.jpg?param=130y130","Movin,Baby"
ARFT,http://p2.music.126.net/Dg8azIm-bnwn1ZM_3fmObQ==/109951168840611022.jpg?param=640y300,https://music.163.com/artist?id=36512738,★耳机是避难所，音乐是救心丸★,36512738,2140839717,http://p2.music.126.net/uGY7-dDT231OJnkf29krCA==/109951169454890200.jpg?param=130y130,New Agee 2 (Deep Phonk)
Gumperti,http://p1.music.126.net/NUIBJ4hxZXz8wMig4pHZ-w==/109951168608141970.jpg?param=640y300,https://music.163.com/artist?id=56816504,"个人简介：艺人名：Gumperti 出生：
1998-01-07 中国(China）电子音乐制作人!主要车载音乐风格：Ghetto House G-House Slap House Birazilian
Bass等代表作
。。。喜欢我的作品请关注我后期给你们带来更好的作品！",56816504,2118703188,http://p1.music.126.net/qB8nKpXx0IlQHUOW1Hbigg==/109951169270349108.jpg?param=130y130,After Hours
ZsFlovexl,http://p1.music.126.net/QWSouUkHZ3O9Atz5S5a8HQ==/109951168449061700.jpg?param=640y300,https://music.163.com/artist?id=54213304,合作：emo10101002,54213304,2160844357,http://p1.music.126.net/O6o8gAtftnpzcCCfknSj_w==/109951169633126045.jpg?param=130y130,Gone (Deep House)
SKYPLAYA,http://p1.music.126.net/M3Lyu9dnC16gPuDYk-nOEw==/109951169632212619.jpg?param=640y300,https://music.163.com/artist?id=55361416,SKYPLAYA，15岁，目前居于基辅（乌克兰首都），本名Ilya Striletsky，是一名来自乌克兰的Phonk制作人，在Phonk流派内发展着个人特征鲜明的风格。,55361416,2131039156,http://p1.music.126.net/2uXzOtVzaz9wkdYSLLAGfA==/109951169374902638.jpg?param=130y130,Watch The Moon
EMM,http://p2.music.126.net/xhtLyUlWVwVYtRkwqFZksw==/109951167727439521.jpg?param=640y300,https://music.163.com/artist?id=36313435,"EMM，欧美歌手,发布有云音乐热门歌曲《PTSD》收录于专辑《PTSD》中。",36313435,2110728572,http://p1.music.126.net/4AktD9qY6Q2C6iBafZsIcA==/109951169196235510.jpg?param=130y130,PTSD
Axero,http://p1.music.126.net/uB6Dp4N1BrB8Yzs0lZLVoA==/109951167793213232.jpg?param=640y300,https://music.163.com/artist?id=1035020,"真名是SamuelPérin，法国图卢兹的一名18岁制片人，使用Ableton Live进行混音并制作自己的声音。Axero is a French producer who makes music based on tropical genres. Spotify has more than 50 million streams, and YouTube's official channel has 8 million views.",1035020,2123383995,http://p1.music.126.net/Lkc5lgkh2MiTUAb8P1XJ_A==/109951169307328840.jpg?param=130y130,Better Go
张杰,http://p1.music.126.net/PxsdyHtM0yMi1cIIDk_MFw==/109951169294511651.jpg?param=640y300,https://music.163.com/artist?id=6472,"张杰，华语LIVE王。
出道16年来，发行了14张专辑，200多首高品质音乐作品，40多首OST金曲，拥有众多被广为传唱的歌曲。近年来，他创新运用MIX-POP曲风，开辟音乐发展新征程。
170多个音乐奖项，让他实现内地音乐奖项大满贯。2010年，获得韩国Mnet亚洲音乐盛典“亚洲之星”大奖；2014年，获得第42届全美音乐奖“年度国际艺人大奖”，成为内地首位获得该奖项的歌手。
至今为止，举办了 61场大型演唱会，巡演足迹踏过海内外30余座城市，累计130万人观看。2018、2019连续两年打破鸟巢单场演唱会票房纪录。",6472,"2122308127,1317494309,28059417","http://p1.music.126.net/sZ-rACbFrybF0x_lI6XNMw==/109951169297766755.jpg?param=130y130,http://p1.music.126.net/cYokJRjJvsOvGkGHliJlGQ==/109951164614170425.jpg?param=130y130,http://p2.music.126.net/mW53BkMgGy37I7yVrUg-aQ==/109951163117902077.jpg?param=130y130","不眠之夜,一路之下,他不懂"
YOASOBI,http://p1.music.126.net/7c2IFkZYp7MBmazQzdzGpA==/109951169280431899.jpg?param=640y300,https://music.163.com/artist?id=33927412,YOASOBI是由VOCALOID制作人Ayase和创作歌手ikura组成的两人组音乐组合。是“将小说故事音乐化”的组合。,33927412,"2600874339,2083182016,1803908863","http://p2.music.126.net/GjmFDN-Uxp5Hfw509Aw7ug==/109951169724367907.jpg?param=130y130,http://p1.music.126.net/9mBj0oY95FqKkVWzMeoxog==/109951168924619987.jpg?param=130y130,http://p1.music.126.net/M9FA7rm098sFErf-B7QWOw==/109951165536665031.jpg?param=130y130","UNDEAD,勇者,怪物"
HOYO-MiX,http://p1.music.126.net/JsIJaz49qG0NAeHLUxKqDw==/109951164496484854.jpg?param=640y300,https://music.163.com/artist?id=12487174,HOYO-MiX，国产游戏开发商miHoYo旗下纯原创音乐团队。,12487174,"2160850755,2147150126,2163681490,2147150128,2147150127,2116862943,2163681478,2140118678,2085833561,2045806409,2147149450,2026565329,2147150123,2147149445,2147149448,2147149446,2043169389,2163681984,2095949735,2147150120,2043177706,2095949729,2147149451,2118270541,2095949721,2140118675,2095949741,2095949733,2095950694,2067222276,2095950702,2116862941,2095950701,2095949734,2163681648,2140118336,2095950693,2067222280,2067225862,2095949726,2095950697,2095950696,2095950699,2116862934,2095950700,2067225863,2163681661,2163681658,2163681146,2095949722,2045806395,2045806396,2095949730,2163681662,2095950698,2163681489,2095949724,2067222264,2095950695,2095950692,2067225860","http://p2.music.126.net/ZyOMYSjK9k63yZ2y02i6EQ==/109951169633070129.jpg?param=130y130,http://p2.music.126.net/USxHosVXMbDjxI1cO5-9JA==/109951169507879008.jpg?param=130y130,http://p2.music.126.net/vrdxDZfZjd9gMkHBAcFOWA==/109951169657730057.jpg?param=130y130,http://p2.music.126.net/USxHosVXMbDjxI1cO5-9JA==/109951169507879008.jpg?param=130y130,http://p2.music.126.net/USxHosVXMbDjxI1cO5-9JA==/109951169507879008.jpg?param=130y130,http://p2.music.126.net/y7sixJluQGy13Jy980o2aw==/109951169254453289.jpg?param=130y130,http://p2.music.126.net/vrdxDZfZjd9gMkHBAcFOWA==/109951169657730057.jpg?param=130y130,http://p2.music.126.net/MlajrhHqU-33qDnu41p11w==/109951169447872203.jpg?param=130y130,http://p1.music.126.net/Y8DlFQ7xFYbVclVBxQzsSA==/109951168945012044.jpg?param=130y130,http://p2.music.126.net/-K-1PuWcHjGLNuH4xPJwpQ==/109951168599498949.jpg?param=130y130,http://p1.music.126.net/USxHosVXMbDjxI1cO5-9JA==/109951169507879008.jpg?param=130y130,http://p1.music.126.net/awzv1LpuBJiKTeB7roh_Aw==/109951168434956885.jpg?param=130y130,http://p1.music.126.net/USxHosVXMbDjxI1cO5-9JA==/109951169507879008.jpg?param=130y130,http://p2.music.126.net/USxHosVXMbDjxI1cO5-9JA==/109951169507879008.jpg?param=130y130,http://p2.music.126.net/USxHosVXMbDjxI1cO5-9JA==/109951169507879008.jpg?param=130y130,http://p1.music.126.net/USxHosVXMbDjxI1cO5-9JA==/109951169507879008.jpg?param=130y130,http://p1.music.126.net/JaSa3Gt5oaJ77cDfJBR1fg==/109951168575641463.jpg?param=130y130,http://p1.music.126.net/vrdxDZfZjd9gMkHBAcFOWA==/109951169657730057.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p2.music.126.net/USxHosVXMbDjxI1cO5-9JA==/109951169507879008.jpg?param=130y130,http://p2.music.126.net/JaSa3Gt5oaJ77cDfJBR1fg==/109951168575641463.jpg?param=130y130,http://p1.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p1.music.126.net/USxHosVXMbDjxI1cO5-9JA==/109951169507879008.jpg?param=130y130,http://p2.music.126.net/TGE3yVvw88xrSh_8Yc45uA==/109951169266781652.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p1.music.126.net/MlajrhHqU-33qDnu41p11w==/109951169447872203.jpg?param=130y130,http://p1.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p1.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p2.music.126.net/oDhurcFOPMPVMLnc6xF99A==/109951168765200998.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p1.music.126.net/y7sixJluQGy13Jy980o2aw==/109951169254453289.jpg?param=130y130,http://p1.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p1.music.126.net/g64fIgkGP3BOpbrtjecweg==/109951169657950786.jpg?param=130y130,http://p1.music.126.net/MlajrhHqU-33qDnu41p11w==/109951169447872203.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p2.music.126.net/oDhurcFOPMPVMLnc6xF99A==/109951168765200998.jpg?param=130y130,http://p1.music.126.net/oDhurcFOPMPVMLnc6xF99A==/109951168765200998.jpg?param=130y130,http://p1.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p1.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p1.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p2.music.126.net/y7sixJluQGy13Jy980o2aw==/109951169254453289.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p2.music.126.net/oDhurcFOPMPVMLnc6xF99A==/109951168765200998.jpg?param=130y130,http://p2.music.126.net/g64fIgkGP3BOpbrtjecweg==/109951169657950786.jpg?param=130y130,http://p2.music.126.net/g64fIgkGP3BOpbrtjecweg==/109951169657950786.jpg?param=130y130,http://p1.music.126.net/g64fIgkGP3BOpbrtjecweg==/109951169657950786.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p1.music.126.net/-K-1PuWcHjGLNuH4xPJwpQ==/109951168599498949.jpg?param=130y130,http://p1.music.126.net/-K-1PuWcHjGLNuH4xPJwpQ==/109951168599498949.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p1.music.126.net/g64fIgkGP3BOpbrtjecweg==/109951169657950786.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p1.music.126.net/vrdxDZfZjd9gMkHBAcFOWA==/109951169657730057.jpg?param=130y130,http://p1.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p2.music.126.net/oDhurcFOPMPVMLnc6xF99A==/109951168765200998.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p2.music.126.net/2OyyivDKfscFi1cpcYW_MQ==/109951169025204258.jpg?param=130y130,http://p2.music.126.net/oDhurcFOPMPVMLnc6xF99A==/109951168765200998.jpg?param=130y130","未行之路 The Road Not Taken,独角戏 Monodrama,永不复焉 Nevermore,永劫轮舞 Rondo Across Countless Kalpas,你的颜色 Your Color,邀欢同游 Se mettre sur son trente-et-un !,尘世乐园 This Side of Paradise,玉磬漻漻 Jade Chimes,咏歌与凯旋 Lamentation et triomphe,野火 Wildfire,花火：幕后纪录 Sparkle: Behind the Curtain,Da Capo,太平临新岁 Harmony Greets the New Year,阮声落华裳，梅出似点妆 Transcendent Ruan Tunes, Blushing Mei Blooms,摇篮曲 Lullaby,万物生 In All Does Life Flow,星间旅行 Interstellar Journey (中文版),半途之屋 Halfway House,归去来 The Prodigal's Return,庸与神的冠冕 Crown of the Mundane and Divine,星间旅行 Interstellar Journey (英文版),天地为枰 Heaven and Earth as a Chessboard,虚谭•浮世三千一刀缭断 Kyoden: A Cleave Across the Transient World,奇情异想的绅士 A Gentleman's Fantasy,下一站，银河！ Next Stop, the Stars!,王山遗威 Guhua's Legacy,甄选、规划和机遇 Selection, Planning, and Opportunity,天镜映劫尘 Celestial Eyes Above Mortal Ruins,一夜无事 Uneventful Night,药王救世陀罗尼 Sanctus Medicus Dharani,专家教学 Expert Tutorial,霜烈竞逐 Nippy Bout,说剑 On Swords,神策府总司一切大小事务将军 General of All Affairs at the Seat of Divine Foresight,一日开场 A Day Begins,锦色映夜风 Night's Whispering Breath,锋寒砺淬 Tempered Chill,水龙吟 Samudrartha,蝉喓歌·仙骸有终 Pedujara: Even Immortality Ends,追星星的人 Star Chaser,行者明誓 The Traveler And His Oath,有点意思 Got a Date,耶佩拉叛乱 The Jepella Rebellion,天途迢遥 Empyrean Stairway,法眼无遗 Omniscia Spares None,蝉喓歌·长命无绝 Pedujara: Demiseless Existence,影的终局 Shadow's End,断罪伐影 Purging Shadows,惬语逐光 Follow the Twilight,你的选择 Your Choice,炉火 Hearthfire,苍逝冷阳 Faded Sun,银河漫游 Galactic Roaming,影的罪与罚 Shadow's Sin and Punishment,仙骸有终 Even Immortality Ends,无人生还 Return of None,致将启程的你 To You Who Will Soon Depart,邀挽明月成宵宴 Lustrous Moonlight,飞光 A Flash,太空喜剧 Space Comedy,海若隐珠 Obscured Pearls"
ずっと真夜中でいいのに。,http://p2.music.126.net/it3tUtCfcRLZTxNhkjplRA==/109951165115946920.jpg?param=640y300,https://music.163.com/artist?id=15021101,"ずっと真夜中でいいのに。（ずっとまよなかでいいのに、英文表記: Zutto Mayonaka de Iinoni.）、日本音乐组合。
主要成员是ACAね担任作词，作曲，唱歌，吉他等，以及其他参与创作的流动性成员。",15021101,"2159057240,2164019694","http://p1.music.126.net/eevP8WLVve9lX0Vq-4TowQ==/109951169618099511.jpg?param=130y130,http://p1.music.126.net/cAtkQLQDmAOdYOAVuomBVg==/109951169661368682.jpg?param=130y130","嘘じゃない,Blues in the Closet"
Creepy Nuts,http://p1.music.126.net/NLOCX5p7XyFnlf1qGKjyuw==/109951169490499379.jpg?param=640y300,https://music.163.com/artist?id=12279198,由R-指定、DJ松永组成的嘻哈乐队，成立于2017年。,12279198,2107565588,http://p1.music.126.net/ZXBjcd644qVMEW3qDBg8ug==/109951169154309488.jpg?param=130y130,Bling-Bang-Bang-Born
ヨルシカ,http://p2.music.126.net/xZaCfseWjHuaN3B-SRnytw==/18876415625868480.jpg?param=640y300,https://music.163.com/artist?id=12390232,ヨルシカ(Yorushika)是由n-buna(ナブナ)与suis(スイ) 2人组成的摇滚乐队。2017年结成。2019年从环球唱片旗下Universal J厂牌主流出道。ヨルシカ这个名字出自歌曲「雲と幽霊」中的歌词「夜しかもう眠れずに」。乐队logo的主题为月与月的互面，同时也成为了时钟的指针，意思是从6点开始为夜晚。,12390232,"2114614108,2090567800,2045828022","http://p2.music.126.net/A2uvcfwP0zBfOfiR36Qiww==/109951169237033693.jpg?param=130y130,http://p2.music.126.net/DmFjhQCbwkPl7Lmqxc7-UA==/109951168980090020.jpg?param=130y130,http://p1.music.126.net/RmLnCQHie5SdBPURTl8Z4Q==/109951168599595799.jpg?param=130y130","晴る,月光浴,斜陽"
Hanser,http://p1.music.126.net/q7q-FMvJXRmqjEeWBNAAdg==/18528969952097476.jpg?param=640y300,https://music.163.com/artist?id=1049179,CV/唱见。澡后挖耳朵 湿湿一大坨,1049179,2151900715,http://p1.music.126.net/3KzZ1mxzXJO8UWq4zzlgDA==/109951169553717173.jpg?param=130y130,千里饿殍行
Mili,http://p2.music.126.net/K22XYqdOrOEw4l9v2864wQ==/109951163171192039.jpg?param=640y300,https://music.163.com/artist?id=339594,Mili最早是由来自日本的Kasai Yamato a.k.a.HAMO（作曲，编曲）和加拿大的Momocashew（歌手，作曲）所组成的音乐团体，现拥有六名固定成员。他们主张突破风格的束缚、大胆自由地曲风与词作上突破常规，创造出独一无二、充满魅力的世界观。,339594,2148397627,http://p1.music.126.net/Yzn8EXOs7HHBx-wlLOis8g==/109951169522142608.jpg?param=130y130,Grown-up's Paradise
結束バンド,http://p2.music.126.net/45Qy-Nm_4_HuHe69v9NRcA==/109951168539639695.jpg?param=640y300,https://music.163.com/artist?id=54103171,结束乐队（日文：結束バンド）是《孤独摇滚！》及其衍生作品中登场的一个架空的乐队。成员：吉他手后藤一里（CV：青山吉能），鼓手兼队长伊地知虹夏（CV：铃代纱弓），贝斯手山田凉（CV：水野朔），主唱兼吉他手喜多郁代（CV：长谷川育美）。,54103171,"2158936855,2158936331,2003496920","http://p1.music.126.net/Hi0R7xIWoT3WmO4841L7sQ==/109951169617192845.jpg?param=130y130,http://p1.music.126.net/Hi0R7xIWoT3WmO4841L7sQ==/109951169617192845.jpg?param=130y130,http://p1.music.126.net/dqzbrDjhtm4p9zoeCAGByA==/109951168110209473.jpg?param=130y130","月並みに輝け,今、僕、アンダーグラウンドから,ひとりぼっち東京"
春野,http://p1.music.126.net/xNhYXm0MyrtpSb3dYmMpgw==/109951169403116921.jpg?param=640y300,https://music.163.com/artist?id=30074584,春野（haruno）とは、ボカロPとして話題となり、現在はLo-Fiヒップ・ホップを通過した70年代や80年代のポップスの要素を取り込んだ作品で注目を集めているシンガー・ソングライター／トラックメイカー。,30074584,2601708861,http://p1.music.126.net/U-ftojoVnMf3C_Z7_WtTTw==/109951169718688471.jpg?param=130y130,Supernova
Jake Miller,http://p1.music.126.net/JjluL6v8erLbUJ1JtJe_zg==/109951168085178913.jpg?param=640y300,https://music.163.com/artist?id=776761,"：除了上亿的流量，售罄的演唱会，被吸引的数百万在社交媒体上的追随者，和赢得的众多好评，无数的粉丝纹身也应证了Jake Miller的影响，粉丝们自豪地在他们的皮肤上写下“I’m Alright”和“A Million Lives”等歌词。如此，这位在佛罗里达长大的洛杉矶歌手、词曲作者和制作人已经悄然崛起，世界级的表演技巧提升了他如磁铁般流行的音乐存在，没有任何限制的诚实和动态的表演呈现。Miller以他每一次的歌曲发行加强了与他虔诚的观众们的联系，“The Millertary”。他2014 年的 Dazed and Confused EP 掀起了波澜，促成了“Dazed and Confused EP” [feat. Travie McCoy]和“Ghost” [feat. Nikki Flores]。紧随其后，EP Rumors （2015）的 突然出现使得主打歌“Rumors”聚集了数千万播放量。他通过 Overnight EP （2016）、2:00am in LA （2017）和 Silver Lining（2018） 等保持着这种势头。一路上，他与Mac Miller, Ariana Grande, Shawn Mendes, 和Fifth Harmony同台演出。除了MTV欧洲音乐奖，他还在NBC的Today’s Show和LIVE with Kelly and Ryan上演出过。他继续在 2022 年的一系列单曲和他即将通过 EMPIRE Records发行的第五张全长专辑中传播灵感。 Jake 还宣布他即将发行的 EP BASED ON A TRUE STORY II -基于他 2019 年的BASED ON A TRUE STORY- 将于 11 月 4 日发布。目前在TikTok上，他拥有超过5000万的浏览量和 1000 万的点赞。",776761,2122308128,http://p1.music.126.net/sZ-rACbFrybF0x_lI6XNMw==/109951169297766755.jpg?param=130y130,WHITE NIGHT (不眠之夜)
Blake Roman,http://p2.music.126.net/5EG4RxWeyM9bHyHTyDlGlA==/109951169606233017.jpg?param=640y300,https://music.163.com/artist?id=55767397,"Blake Roman，欧美歌手,发布有云音乐热门歌曲《new side of me》收录于专辑《new side of me》中。",55767397,2108995573,http://p2.music.126.net/aftV29a-93DV6PNKv156Rg==/109951169237952491.jpg?param=130y130,Poison (Hazbin Hotel Original Soundtrack)
